t [s]; pos [encoder @ 500Hz, v=15]
8.21;15624
8.212;15644
8.214;15664
8.216;15684
8.218;15704
8.22;15724
8.222;15744
8.224;15764
8.226;15784
8.228;15803
8.23;15823
8.232;15843
8.234;15863
8.236;15883
8.238;15903
8.24;15923
8.242;15943
8.244;15963
8.246;15983
8.248;16002
8.25;16022
8.252;16042
8.254;16062
8.256;16082
8.258;16102
8.26;16122
8.262;16142
8.264;16162
8.266;16182
8.268;16202
8.27;16222
8.272;16242
8.274;16262
8.276;16282
8.278;16302
8.28;16322
8.282;16342
8.284;16361
8.286;16381
8.288;16401
8.29;16421
8.292;16441
8.294;16461
8.296;16481
8.298;16501
8.3;16521
8.302;16541
8.304;16560
8.306;16580
8.308;16600
8.31;16620
8.312;16640
8.314;16660
8.316;16680
8.318;16700
8.32;16720
8.322;16740
8.324;16760
8.326;16780
8.328;16800
8.33;16819
8.332;16839
8.334;16859
8.336;16879
8.338;16899
8.34;16919
8.342;16939
8.344;16959
8.346;16979
8.348;16999
8.35;17018
8.352;17038
8.354;17058
8.356;17078
8.358;17098
8.36;17118
8.362;17138
8.364;17158
8.366;17178
8.368;17198
8.37;17218
8.372;17238
8.374;17258
8.376;17278
8.378;17298
8.38;17318
8.382;17338
8.384;17357
8.386;17377
8.388;17397
8.39;17417
8.392;17437
8.394;17457
8.396;17477
8.398;17497
8.4;17516
8.402;17536
8.404;17556
8.406;17576
8.408;17596
8.41;17616
8.412;17636
8.414;17656
8.416;17676
8.418;17696
8.42;17716
8.422;17736
8.424;17755
8.426;17775
8.428;17795
8.43;17815
8.432;17835
8.434;17855
8.436;17875
8.438;17895
8.44;17915
8.442;17934
8.444;17955
8.446;17974
8.448;17994
8.45;18014
8.452;18034
8.454;18054
8.456;18074
8.458;18093
8.46;18113
8.462;18133
8.464;18153
8.466;18172
8.468;18192
8.47;18212
8.472;18232
8.474;18252
8.476;18272
8.478;18292
8.48;18312
8.482;18331
8.484;18351
8.486;18371
8.488;18391
8.49;18411
8.492;18431
8.494;18450
8.496;18470
8.498;18490
8.5;18510
8.502;18530
8.504;18550
8.506;18570
8.508;18590
8.51;18610
8.512;18630
8.514;18650
8.516;18670
8.518;18690
8.52;18710
8.522;18729
8.524;18749
8.526;18769
8.528;18789
8.53;18809
8.532;18829
8.534;18849
8.536;18869
8.538;18889
8.54;18908
8.542;18928
8.544;18948
8.546;18968
8.548;18988
8.55;19008
8.552;19028
8.554;19048
8.556;19068
8.558;19088
8.56;19108
8.562;19127
8.564;19147
8.566;19167
8.568;19187
8.57;19207
8.572;19227
8.574;19247
8.576;19267
8.578;19287
8.58;19306
8.582;19327
8.584;19346
8.586;19366
8.588;19386
8.59;19406
8.592;19426
8.594;19446
8.596;19465
8.598;19485
8.6;19505
8.602;19525
8.604;19544
8.606;19564
8.608;19584
8.61;19604
8.612;19624
8.614;19644
8.616;19664
8.618;19683
8.62;19703
8.622;19723
8.624;19743
8.626;19763
8.628;19783
8.63;19802
8.632;19823
8.634;19842
8.636;19862
8.638;19882
8.64;19902
8.642;19922
8.644;19942
8.646;19961
8.648;19981
8.65;20001
8.652;20020
8.654;20040
8.656;20060
8.658;20080
8.66;20100
8.662;20120
8.664;20139
8.666;20159
8.668;20179
8.67;20199
8.672;20219
8.674;20239
8.676;20259
8.678;20278
8.68;20298
8.682;20318
8.684;20338
8.686;20358
8.688;20378
8.69;20398
8.692;20418
8.694;20438
8.696;20458
8.698;20478
8.7;20498
8.702;20518
8.704;20538
8.706;20558
8.708;20578
8.71;20597
8.712;20617
8.714;20637
8.716;20657
8.718;20677
8.72;20697
8.722;20717
8.724;20737
8.726;20756
8.728;20776
8.73;20796
8.732;20816
8.734;20836
8.736;20856
8.738;20876
8.74;20896
8.742;20916
8.744;20936
8.746;20956
8.748;20975
8.75;20995
8.752;21015
8.754;21035
8.756;21055
8.758;21075
8.76;21095
8.762;21115
8.764;21135
8.766;21154
8.768;21174
8.77;21194
8.772;21214
8.774;21234
8.776;21254
8.778;21274
8.78;21294
8.782;21314
8.784;21334
8.786;21354
8.788;21374
8.79;21394
8.792;21414
8.794;21434
8.796;21454
8.798;21474
8.8;21494
8.802;21513
8.804;21533
8.806;21553
8.808;21573
8.81;21593
8.812;21613
8.814;21633
8.816;21653
8.818;21673
8.82;21692
8.822;21712
8.824;21732
8.826;21752
8.828;21772
8.83;21792
8.832;21812
8.834;21832
8.836;21852
8.838;21872
8.84;21892
8.842;21912
8.844;21931
8.846;21951
8.848;21971
8.85;21991
8.852;22011
8.854;22031
8.856;22051
8.858;22071
8.86;22091
8.862;22111
8.864;22130
8.866;22151
8.868;22170
8.87;22190
8.872;22210
8.874;22230
8.876;22250
8.878;22270
8.88;22289
8.882;22309
8.884;22329
8.886;22349
8.888;22368
8.89;22388
8.892;22408
8.894;22428
8.896;22448
8.898;22468
8.9;22487
8.902;22507
8.904;22527
8.906;22547
8.908;22567
8.91;22587
8.912;22607
8.914;22627
8.916;22646
8.918;22666
8.92;22686
8.922;22706
8.924;22726
8.926;22746
8.928;22766
8.93;22786
8.932;22806
8.934;22826
8.936;22846
8.938;22866
8.94;22886
8.942;22906
8.944;22926
8.946;22945
8.948;22965
8.95;22985
8.952;23005
8.954;23025
8.956;23045
8.958;23065
8.96;23085
8.962;23105
8.964;23124
8.966;23144
8.968;23164
8.97;23184
8.972;23204
8.974;23224
8.976;23244
8.978;23264
8.98;23284
8.982;23304
8.984;23324
8.986;23344
8.988;23363
8.99;23383
8.992;23403
8.994;23423
8.996;23443
8.998;23463
9.0;23483
9.002;23503
9.004;23523
9.006;23543
9.008;23562
9.01;23582
9.012;23603
9.014;23622
9.016;23642
9.018;23662
9.02;23682
9.022;23702
9.024;23721
9.026;23741
9.028;23761
9.03;23780
9.032;23800
9.034;23820
9.036;23840
9.038;23860
9.04;23880
9.042;23899
9.044;23919
9.046;23939
9.048;23959
9.05;23979
9.052;23998
9.054;24018
9.056;24038
9.058;24058
9.06;24078
9.062;24098
9.064;24118
9.066;24138
9.068;24158
9.07;24178
9.072;24198
9.074;24218
9.076;24238
9.078;24257
9.08;24277
9.082;24297
9.084;24317
9.086;24337
9.088;24357
9.09;24377
9.092;24397
9.094;24417
9.096;24437
9.098;24456
9.1;24476
9.102;24496
9.104;24516
9.106;24536
9.108;24556
9.11;24576
9.112;24596
9.114;24616
9.116;24636
9.118;24656
9.12;24676
9.122;24695
9.124;24715
9.126;24735
9.128;24755
9.13;24775
9.132;24795
9.134;24815
9.136;24834
9.138;24855
9.14;24874
9.142;24894
9.144;24914
9.146;24934
9.148;24954
9.15;24974
9.152;24994
9.154;25014
9.156;25033
9.158;25053
9.16;25073
9.162;25093
9.164;25112
9.166;25132
9.168;25152
9.17;25172
9.172;25192
9.174;25212
9.176;25232
9.178;25252
9.18;25271
9.182;25291
9.184;25311
9.186;25331
9.188;25351
9.19;25371
9.192;25391
9.194;25411
9.196;25430
9.198;25450
9.2;25470
9.202;25490
9.204;25510
9.206;25530
9.208;25550
9.21;25570
9.212;25590
9.214;25610
9.216;25630
9.218;25650
9.22;25670
9.222;25690
9.224;25710
9.226;25730
9.228;25749
9.23;25769
9.232;25789
9.234;25809
9.236;25829
9.238;25849
9.24;25869
9.242;25889
9.244;25909
9.246;25929
9.248;25948
9.25;25968
9.252;25988
9.254;26008
9.256;26028
9.258;26048
9.26;26068
9.262;26088
9.264;26108
9.266;26128
9.268;26148
9.27;26168
9.272;26188
9.274;26207
9.276;26228
9.278;26247
9.28;26267
9.282;26287
9.284;26306
9.286;26326
9.288;26346
9.29;26366
9.292;26386
9.294;26406
9.296;26426
9.298;26445
9.3;26465
9.302;26485
9.304;26505
9.306;26525
9.308;26545
9.31;26564
9.312;26584
9.314;26604
9.316;26624
9.318;26644
9.32;26664
9.322;26684
9.324;26704
9.326;26724
9.328;26743
9.33;26763
9.332;26783
9.334;26803
9.336;26823
9.338;26843
9.34;26863
9.342;26883
9.344;26903
9.346;26922
9.348;26942
9.35;26962
9.352;26982
9.354;27002
9.356;27022
9.358;27042
9.36;27062
9.362;27082
9.364;27102
9.366;27122
9.368;27142
9.37;27162
9.372;27182
9.374;27202
9.376;27222
9.378;27242
9.38;27262
9.382;27281
9.384;27301
9.386;27321
9.388;27341
9.39;27361
9.392;27381
9.394;27401
9.396;27421
9.398;27441
9.4;27460
9.402;27480
9.404;27500
9.406;27520
9.408;27540
9.41;27560
9.412;27580
9.414;27600
9.416;27620
9.418;27640
9.42;27660
9.422;27680
9.424;27700
9.426;27720
9.428;27739
9.43;27759
9.432;27779
9.434;27799
9.436;27819
9.438;27839
9.44;27859
9.442;27879
9.444;27899
9.446;27919
9.448;27939
9.45;27958
9.452;27978
9.454;27998
9.456;28018
9.458;28038
9.46;28058
9.462;28078
9.464;28098
9.466;28118
9.468;28138
9.47;28158
9.472;28178
9.474;28198
9.476;28218
9.478;28238
9.48;28258
9.482;28278
9.484;28297
9.486;28318
9.488;28337
9.49;28357
9.492;28377
9.494;28397
9.496;28416
9.498;28436
9.5;28456
9.502;28476
9.504;28495
9.506;28515
9.508;28535
9.51;28555
9.512;28575
9.514;28594
9.516;28614
9.518;28634
9.52;28654
9.522;28674
9.524;28694
9.526;28714
9.528;28734
9.53;28754
9.532;28774
9.534;28794
9.536;28814
9.538;28833
9.54;28853
9.542;28873
9.544;28893
9.546;28913
9.548;28933
9.55;28953
9.552;28972
9.554;28992
9.556;29012
9.558;29032
9.56;29052
9.562;29072
9.564;29092
9.566;29112
9.568;29132
9.57;29152
9.572;29172
9.574;29192
9.576;29212
9.578;29231
9.58;29251
9.582;29271
9.584;29291
9.586;29311
9.588;29331
9.59;29351
9.592;29371
9.594;29390
9.596;29411
9.598;29430
9.6;29450
9.602;29470
9.604;29490
9.606;29510
9.608;29530
9.61;29549
9.612;29569
9.614;29589
9.616;29609
9.618;29628
9.62;29648
9.622;29668
9.624;29688
9.626;29708
9.628;29728
9.63;29748
9.632;29768
9.634;29787
9.636;29807
9.638;29827
9.64;29847
9.642;29866
9.644;29887
9.646;29906
9.648;29926
9.65;29946
9.652;29966
9.654;29986
9.656;30006
9.658;30025
9.66;30045
9.662;30065
9.664;30085
9.666;30104
9.668;30124
9.67;30144
9.672;30164
9.674;30184
9.676;30204
9.678;30224
9.68;30244
9.682;30263
9.684;30283
9.686;30303
9.688;30323
9.69;30343
9.692;30363
9.694;30383
9.696;30402
9.698;30422
9.7;30442
9.702;30462
9.704;30482
9.706;30502
9.708;30522
9.71;30542
9.712;30562
9.714;30582
9.716;30602
9.718;30622
9.72;30642
9.722;30662
9.724;30682
9.726;30701
9.728;30721
9.73;30741
9.732;30761
9.734;30781
9.736;30801
9.738;30821
9.74;30841
9.742;30861
9.744;30881
9.746;30900
9.748;30920
9.75;30940
9.752;30960
9.754;30980
9.756;31000
9.758;31020
9.76;31040
9.762;31060
9.764;31080
9.766;31100
9.768;31120
9.77;31140
9.772;31160
9.774;31179
9.776;31199
9.778;31219
9.78;31239
9.782;31259
9.784;31279
9.786;31299
9.788;31319
9.79;31339
9.792;31358
9.794;31378
9.796;31398
9.798;31418
9.8;31438
9.802;31458
9.804;31478
9.806;31498
9.808;31518
9.81;31538
9.812;31558
9.814;31578
9.816;31598
9.818;31618
9.82;31638
9.822;31658
9.824;31678
9.826;31698
9.828;31718
9.83;31738
9.832;31757
9.834;31777
9.836;31797
9.838;31817
9.84;31837
9.842;31857
9.844;31877
9.846;31897
9.848;31916
9.85;31937
9.852;31956
9.854;31976
9.856;31996
9.858;32016
9.86;32035
9.862;32055
9.864;32075
9.866;32094
9.868;32115
9.87;32134
9.872;32154
9.874;32174
9.876;32194
9.878;32214
9.88;32233
9.882;32253
9.884;32273
9.886;32292
9.888;32312
9.89;32332
9.892;32352
9.894;32372
9.896;32392
9.898;32411
9.9;32431
9.902;32451
9.904;32471
9.906;32491
9.908;32510
9.91;32530
9.912;32550
9.914;32570
9.916;32590
9.918;32610
9.92;32630
9.922;32650
9.924;32670
9.926;32690
9.928;32710
9.93;32730
9.932;32750
9.934;32770
9.936;32790
9.938;32809
9.94;32829
9.942;32849
9.944;32869
9.946;32889
9.948;32909
9.95;32929
9.952;32949
9.954;32969
9.956;32988
9.958;33008
9.96;33028
9.962;33048
9.964;33068
9.966;33088
9.968;33108
9.97;33128
9.972;33148
9.974;33168
9.976;33188
9.978;33208
9.98;33228
9.982;33248
9.984;33267
9.986;33287
9.988;33307
9.99;33327
9.992;33347
9.994;33367
9.996;33387
9.998;33407
10.0;33427
10.002;33446
10.004;33466
10.006;33486
10.008;33506
10.01;33526
10.012;33546
10.014;33566
10.016;33586
10.018;33606
10.02;33626
10.022;33646
10.024;33666
10.026;33686
10.028;33706
10.03;33726
10.032;33746
10.034;33766
10.036;33786
10.038;33806
10.04;33825
10.042;33845
10.044;33865
10.046;33885
10.048;33905
10.05;33925
10.052;33945
10.054;33965
10.056;33985
10.058;34005
10.06;34025
10.062;34044
10.064;34064
10.066;34084
10.068;34104
10.07;34124
10.072;34144
10.074;34164
10.076;34184
10.078;34204
10.08;34224
10.082;34244
10.084;34264
10.086;34284
10.088;34303
10.09;34323
10.092;34343
10.094;34363
10.096;34383
10.098;34403
10.1;34423
10.102;34443
10.104;34463
10.106;34483
10.108;34502
10.11;34523
10.112;34542
10.114;34562
10.116;34582
10.118;34602
10.12;34622
10.122;34642
10.124;34661
10.126;34681
10.128;34701
10.13;34721
10.132;34741
10.134;34760
10.136;34780
10.138;34800
10.14;34820
10.142;34840
10.144;34860
10.146;34880
10.148;34899
10.15;34919
10.152;34939
10.154;34959
10.156;34979
10.158;34999
10.16;35019
10.162;35039
10.164;35059
10.166;35078
10.168;35098
10.17;35118
10.172;35138
10.174;35158
10.176;35178
10.178;35198
10.18;35218
10.182;35238
10.184;35258
10.186;35278
10.188;35298
10.19;35318
10.192;35338
10.194;35358
10.196;35378
10.198;35398
10.2;35417
10.202;35437
10.204;35457
10.206;35477
10.208;35497
10.21;35517
10.212;35537
10.214;35557
10.216;35577
10.218;35597
10.22;35617
10.222;35636
10.224;35656
10.226;35676
10.228;35696
10.23;35716
10.232;35736
10.234;35756
10.236;35776
10.238;35796
10.24;35816
10.242;35836
10.244;35856
10.246;35876
10.248;35895
10.25;35915
10.252;35935
10.254;35955
10.256;35975
10.258;35995
10.26;36015
10.262;36035
10.264;36055
10.266;36075
10.268;36095
10.27;36114
10.272;36134
10.274;36154
10.276;36174
10.278;36194
10.28;36214
10.282;36234
10.284;36254
10.286;36274
10.288;36294
10.29;36314
10.292;36334
10.294;36354
10.296;36374
10.298;36394
10.3;36414
10.302;36434
10.304;36454
10.306;36474
10.308;36494
10.31;36514
10.312;36533
10.314;36553
10.316;36573
10.318;36593
10.32;36613
10.322;36633
10.324;36653
10.326;36673
10.328;36693
10.33;36712
10.332;36733
10.334;36752
10.336;36772
10.338;36792
10.34;36812
10.342;36831
10.344;36851
10.346;36871
10.348;36891
10.35;36911
10.352;36930
10.354;36950
10.356;36970
10.358;36990
10.36;37010
10.362;37030
10.364;37050
10.366;37070
10.368;37090
10.37;37110
10.372;37129
10.374;37149
10.376;37169
10.378;37189
10.38;37209
10.382;37229
10.384;37249
10.386;37269
10.388;37289
10.39;37308
10.392;37328
10.394;37348
10.396;37368
10.398;37388
10.4;37408
10.402;37428
10.404;37448
10.406;37468
10.408;37488
10.41;37508
10.412;37528
10.414;37547
10.416;37567
10.418;37587
10.42;37607
10.422;37627
10.424;37647
10.426;37667
10.428;37687
10.43;37707
10.432;37727
10.434;37747
10.436;37767
10.438;37786
10.44;37806
10.442;37826
10.444;37846
10.446;37866
10.448;37886
10.45;37906
10.452;37926
10.454;37946
10.456;37966
10.458;37986
10.46;38006
10.462;38026
10.464;38046
10.466;38066
10.468;38086
10.47;38106
10.472;38126
10.474;38146
10.476;38166
10.478;38185
10.48;38205
10.482;38225
10.484;38245
10.486;38265
10.488;38285
10.49;38305
10.492;38325
10.494;38345
10.496;38364
10.498;38384
10.5;38404
10.502;38424
10.504;38444
10.506;38464
10.508;38484
10.51;38504
10.512;38524
10.514;38544
10.516;38564
10.518;38584
10.52;38604
10.522;38624
10.524;38644
10.526;38663
10.528;38683
10.53;38703
10.532;38723
10.534;38743
10.536;38763
10.538;38783
10.54;38803
10.542;38823
10.544;38843
10.546;38863
10.548;38882
10.55;38902
10.552;38922
10.554;38942
10.556;38962
10.558;38982
10.56;39002
10.562;39022
10.564;39042
10.566;39062
10.568;39082
10.57;39102
10.572;39122
10.574;39142
10.576;39162
10.578;39182
10.58;39202
10.582;39222
10.584;39242
10.586;39262
10.588;39281
10.59;39301
10.592;39321
10.594;39341
10.596;39361
10.598;39381
10.6;39401
10.602;39421
10.604;39441
10.606;39461
10.608;39480
10.61;39500
10.612;39520
10.614;39540
10.616;39560
10.618;39580
10.62;39600
10.622;39620
10.624;39640
10.626;39660
10.628;39680
10.63;39700
10.632;39720
10.634;39740
10.636;39759
10.638;39779
10.64;39799
10.642;39819
10.644;39839
10.646;39859
10.648;39879
10.65;39899
10.652;39919
10.654;39939
10.656;39959
10.658;39979
10.66;39998
10.662;40018
10.664;40038
10.666;40058
10.668;40078
10.67;40098
10.672;40118
10.674;40138
10.676;40158
10.678;40178
10.68;40198
10.682;40218
10.684;40238
10.686;40258
10.688;40278
10.69;40298
10.692;40318
10.694;40338
10.696;40358
10.698;40378
10.7;40397
10.702;40417
10.704;40437
10.706;40457
10.708;40477
10.71;40497
10.712;40517
10.714;40537
10.716;40557
10.718;40577
10.72;40597
10.722;40616
10.724;40636
10.726;40656
10.728;40676
10.73;40696
10.732;40716
10.734;40736
10.736;40756
10.738;40776
10.74;40796
10.742;40816
10.744;40836
10.746;40856
10.748;40876
10.75;40895
10.752;40915
10.754;40935
10.756;40955
10.758;40975
10.76;40995
10.762;41015
10.764;41035
10.766;41055
10.768;41075
10.77;41094
10.772;41114
10.774;41134
10.776;41154
10.778;41174
10.78;41194
10.782;41214
10.784;41234
10.786;41254
10.788;41274
10.79;41294
10.792;41314
10.794;41334
10.796;41354
10.798;41374
10.8;41394
10.802;41414
10.804;41434
10.806;41454
10.808;41474
10.81;41494
10.812;41514
10.814;41533
10.816;41553
10.818;41573
10.82;41593
10.822;41613
10.824;41633
10.826;41653
10.828;41673
10.83;41692
10.832;41713
10.834;41732
10.836;41752
10.838;41772
10.84;41792
10.842;41812
10.844;41831
10.846;41851
10.848;41871
10.85;41891
10.852;41910
10.854;41930
10.856;41950
10.858;41970
10.86;41990
10.862;42010
10.864;42030
10.866;42050
10.868;42070
10.87;42090
10.872;42109
10.874;42129
10.876;42149
10.878;42169
10.88;42189
10.882;42209
10.884;42229
10.886;42249
10.888;42269
10.89;42289
10.892;42308
10.894;42328
10.896;42348
10.898;42368
10.9;42388
10.902;42408
10.904;42428
10.906;42448
10.908;42468
10.91;42488
10.912;42508
10.914;42528
10.916;42548
10.918;42567
10.92;42587
10.922;42607
10.924;42627
10.926;42647
10.928;42667
10.93;42687
10.932;42707
10.934;42727
10.936;42747
10.938;42766
10.94;42786
10.942;42806
10.944;42826
10.946;42846
10.948;42866
10.95;42886
10.952;42906
10.954;42926
10.956;42946
10.958;42966
10.96;42986
10.962;43006
10.964;43026
10.966;43046
10.968;43066
10.97;43086
10.972;43106
10.974;43126
10.976;43146
10.978;43165
10.98;43185
10.982;43205
10.984;43225
10.986;43245
10.988;43265
10.99;43285
10.992;43305
10.994;43325
10.996;43345
10.998;43365
11.0;43384
11.002;43404
11.004;43424
11.006;43444
11.008;43464
11.01;43484
11.012;43504
11.014;43524
11.016;43544
11.018;43564
11.02;43584
11.022;43604
11.024;43624
11.026;43644
11.028;43663
11.03;43683
11.032;43703
11.034;43723
11.036;43743
11.038;43763
11.04;43783
11.042;43803
11.044;43823
11.046;43843
11.048;43862
11.05;43883
11.052;43902
11.054;43922
11.056;43942
11.058;43962
11.06;43982
11.062;44002
11.064;44022
11.066;44041
11.068;44061
11.07;44081
11.072;44101
11.074;44120
11.076;44140
11.078;44160
11.08;44180
11.082;44200
11.084;44220
11.086;44240
11.088;44260
11.09;44280
11.092;44299
11.094;44319
11.096;44339
11.098;44359
11.1;44379
11.102;44399
11.104;44419
11.106;44438
11.108;44458
11.11;44478
11.112;44498
11.114;44518
11.116;44538
11.118;44558
11.12;44578
11.122;44598
11.124;44618
11.126;44638
11.128;44658
11.13;44678
11.132;44698
11.134;44718
11.136;44738
11.138;44758
11.14;44778
11.142;44798
11.144;44818
11.146;44837
11.148;44857
11.15;44877
11.152;44897
11.154;44917
11.156;44937
11.158;44957
11.16;44977
11.162;44997
11.164;45017
11.166;45036
11.168;45056
11.17;45076
11.172;45096
11.174;45116
11.176;45136
11.178;45156
11.18;45176
11.182;45196
11.184;45216
11.186;45236
11.188;45256
11.19;45275
11.192;45295
11.194;45315
11.196;45335
11.198;45355
11.2;45375
11.202;45395
11.204;45415
11.206;45435
11.208;45455
11.21;45475
11.212;45495
11.214;45515
11.216;45534
11.218;45554
11.22;45574
11.222;45594
11.224;45614
11.226;45634
11.228;45654
11.23;45674
11.232;45694
11.234;45714
11.236;45734
11.238;45754
11.24;45774
11.242;45794
11.244;45814
11.246;45834
11.248;45854
11.25;45874
11.252;45894
11.254;45913
11.256;45933
11.258;45953
11.26;45973
11.262;45993
11.264;46013
11.266;46033
11.268;46053
11.27;46073
11.272;46093
11.274;46113
11.276;46132
11.278;46152
11.28;46172
11.282;46192
11.284;46212
11.286;46232
11.288;46252
11.29;46272
11.292;46292
11.294;46312
11.296;46332
11.298;46352
11.3;46372
11.302;46392
11.304;46411
11.306;46431
11.308;46451
11.31;46471
11.312;46491
11.314;46511
11.316;46531
11.318;46551
11.32;46571
11.322;46591
11.324;46611
11.326;46631
11.328;46651
11.33;46670
11.332;46690
11.334;46710
11.336;46730
11.338;46750
11.34;46770
11.342;46790
11.344;46810
11.346;46830
11.348;46850
11.35;46870
11.352;46890
11.354;46910
11.356;46930
11.358;46950
11.36;46970
11.362;46990
11.364;47010
11.366;47030
11.368;47049
11.37;47069
11.372;47089
11.374;47109
11.376;47129
11.378;47149
11.38;47169
11.382;47189
11.384;47209
11.386;47229
11.388;47248
11.39;47268
11.392;47288
11.394;47308
11.396;47328
11.398;47348
11.4;47368
11.402;47388
11.404;47408
11.406;47428
11.408;47448
11.41;47468
11.412;47488
11.414;47508
11.416;47528
11.418;47547
11.42;47567
11.422;47587
11.424;47607
11.426;47627
11.428;47647
11.43;47667
11.432;47687
11.434;47707
11.436;47727
11.438;47746
11.44;47766
11.442;47786
11.444;47806
11.446;47826
11.448;47846
11.45;47866
11.452;47886
11.454;47906
11.456;47926
11.458;47946
11.46;47966
11.462;47986
11.464;48006
11.466;48026
11.468;48046
11.47;48066
11.472;48086
11.474;48106
11.476;48126
11.478;48146
11.48;48165
11.482;48185
11.484;48205
11.486;48225
11.488;48245
11.49;48265
11.492;48285
11.494;48305
11.496;48325
11.498;48345
11.5;48365
11.502;48384
11.504;48404
11.506;48424
11.508;48444
11.51;48464
11.512;48484
11.514;48504
11.516;48524
11.518;48544
11.52;48564
11.522;48584
11.524;48604
11.526;48624
11.528;48644
11.53;48663
11.532;48683
11.534;48703
11.536;48723
11.538;48743
11.54;48763
11.542;48783
11.544;48803
11.546;48823
11.548;48843
11.55;48863
11.552;48882
11.554;48902
11.556;48922
11.558;48942
11.56;48962
11.562;48982
11.564;49002
11.566;49022
11.568;49042
11.57;49062
11.572;49082
11.574;49102
11.576;49122
11.578;49142
11.58;49162
11.582;49182
11.584;49202
11.586;49222
11.588;49242
11.59;49262
11.592;49281
11.594;49301
11.596;49321
11.598;49341
11.6;49361
11.602;49381
11.604;49401
11.606;49420
11.608;49440
11.61;49460
11.612;49480
11.614;49500
11.616;49520
11.618;49540
11.62;49560
11.622;49580
11.624;49600
11.626;49620
11.628;49640
11.63;49660
11.632;49680
11.634;49700
11.636;49719
11.638;49739
11.64;49759
11.642;49779
11.644;49799
11.646;49819
11.648;49839
11.65;49859
11.652;49879
11.654;49899
11.656;49919
11.658;49939
11.66;49958
11.662;49978
11.664;49998
11.666;50018
11.668;50038
11.67;50058
11.672;50078
11.674;50098
11.676;50118
11.678;50138
11.68;50158
11.682;50178
11.684;50198
11.686;50218
11.688;50238
11.69;50258
11.692;50278
11.694;50298
11.696;50317
11.698;50337
11.7;50357
11.702;50377
11.704;50397
11.706;50417
11.708;50437
11.71;50457
11.712;50477
11.714;50497
11.716;50517
11.718;50537
11.72;50556
11.722;50576
11.724;50596
11.726;50616
11.728;50636
11.73;50656
11.732;50676
11.734;50696
11.736;50716
11.738;50736
11.74;50756
11.742;50776
11.744;50795
11.746;50816
11.748;50835
11.75;50855
11.752;50875
11.754;50895
11.756;50914
11.758;50934
11.76;50954
11.762;50974
11.764;50994
11.766;51014
11.768;51034
11.77;51054
11.772;51073
11.774;51093
11.776;51113
11.778;51133
11.78;51153
11.782;51173
11.784;51193
11.786;51212
11.788;51232
11.79;51252
11.792;51272
11.794;51292
11.796;51312
11.798;51332
11.8;51352
11.802;51372
11.804;51392
11.806;51412
11.808;51431
11.81;51451
11.812;51471
11.814;51491
11.816;51511
11.818;51531
11.82;51551
11.822;51571
11.824;51591
11.826;51611
11.828;51631
11.83;51650
11.832;51670
11.834;51690
11.836;51710
11.838;51730
11.84;51750
11.842;51770
11.844;51790
11.846;51810
11.848;51830
11.85;51850
11.852;51870
11.854;51890
11.856;51910
11.858;51930
11.86;51950
11.862;51970
11.864;51990
11.866;52010
11.868;52030
11.87;52050
11.872;52069
11.874;52089
11.876;52109
11.878;52129
11.88;52149
11.882;52169
11.884;52189
11.886;52209
11.888;52229
11.89;52249
11.892;52269
11.894;52288
11.896;52308
11.898;52328
11.9;52348
11.902;52368
11.904;52388
11.906;52408
11.908;52428
11.91;52448
11.912;52468
11.914;52488
11.916;52508
11.918;52528
11.92;52548
11.922;52568
11.924;52587
11.926;52607
11.928;52627
11.93;52647
11.932;52667
11.934;52687
11.936;52707
11.938;52727
11.94;52747
11.942;52767
11.944;52787
11.946;52807
11.948;52826
11.95;52846
11.952;52866
11.954;52886
11.956;52906
11.958;52926
11.96;52946
11.962;52966
11.964;52986
11.966;53006
11.968;53026
11.97;53046
11.972;53066
11.974;53086
11.976;53106
11.978;53126
11.98;53146
11.982;53166
11.984;53186
11.986;53206
11.988;53226
11.99;53245
11.992;53265
11.994;53285
11.996;53305
11.998;53325
12.0;53345
12.002;53365
12.004;53385
12.006;53405
12.008;53425
12.01;53445
12.012;53464
12.014;53484
12.016;53504
12.018;53524
12.02;53544
12.022;53564
12.024;53584
12.026;53604
12.028;53624
12.03;53644
12.032;53664
12.034;53684
12.036;53704
12.038;53724
12.04;53744
12.042;53764
12.044;53783
12.046;53803
12.048;53823
12.05;53843
12.052;53863
12.054;53883
12.056;53903
12.058;53923
12.06;53943
12.062;53963
12.064;53982
12.066;54002
12.068;54023
12.07;54042
12.072;54062
12.074;54082
12.076;54102
12.078;54122
12.08;54142
12.082;54161
12.084;54181
12.086;54201
12.088;54220
12.09;54240
12.092;54260
12.094;54280
12.096;54300
12.098;54320
12.1;54339
12.102;54360
12.104;54379
12.106;54399
12.108;54419
12.11;54438
12.112;54458
12.114;54478
12.116;54498
12.118;54518
12.12;54538
12.122;54557
12.124;54577
12.126;54597
12.128;54617
12.13;54637
12.132;54657
12.134;54677
12.136;54696
12.138;54716
12.14;54736
12.142;54756
12.144;54776
12.146;54796
12.148;54816
12.15;54836
12.152;54855
12.154;54875
12.156;54895
12.158;54915
12.16;54935
12.162;54955
12.164;54975
12.166;54995
12.168;55014
12.17;55035
12.172;55054
12.174;55074
12.176;55094
12.178;55114
12.18;55134
12.182;55154
12.184;55174
12.186;55193
12.188;55213
12.19;55233
